country,sattype,satpurpose,satid
USA,Commercial,Communications,55760
USA,Commercial,Communications,56355
USA,Commercial,Communications,56356
USA,Commercial,Communications,56357
USA,Commercial,Communications,55747
USA,Commercial,Communications,56340
USA,Commercial,Communications,56341
USA,Commercial,Communications,55757
USA,Commercial,Communications,55632
USA,Commercial,Communications,55352
USA,Commercial,Communications,56334
USA,Commercial,Communications,56360
USA,Commercial,Communications,56361
USA,Commercial,Communications,56359
USA,Commercial,Communications,56339
USA,Commercial,Communications,56333
USA,Commercial,Communications,56338
USA,Commercial,Communications,55386
USA,Commercial,Communications,55385
USA,Commercial,Communications,55770
USA,Commercial,Communications,55631
USA,Commercial,Communications,56335
USA,Commercial,Communications,55749
USA,Commercial,Communications,56337
USA,Commercial,Communications,56336
USA,Commercial,Communications,56135
USA,Commercial,Communications,56134
USA,Commercial,Communications,55745
USA,Commercial,Communications,56133
USA,Commercial,Communications,55377
USA,Commercial,Communications,55372
USA,Commercial,Communications,55379
USA,Commercial,Communications,55433
USA,Commercial,Communications,55380
USA,Commercial,Communications,55378
USA,Commercial,Communications,55750
USA,Commercial,Communications,55362
USA,Commercial,Communications,55382
USA,Commercial,Communications,55383
USA,Commercial,Communications,55751
USA,Commercial,Communications,55374
USA,Commercial,Communications,55746
USA,Commercial,Communications,55748
USA,Commercial,Communications,55373
USA,Commercial,Communications,55768
USA,Commercial,Communications,55769
USA,Commercial,Communications,55376
USA,Commercial,Communications,55375
USA,Commercial,Communications,55371
USA,Commercial,Communications,55771
USA,Commercial,Communications,55741
USA,Commercial,Communications,55763
USA,Commercial,Communications,55742
USA,Commercial,Communications,55765
USA,Commercial,Communications,55476
USA,Commercial,Communications,55403
USA,Commercial,Communications,55421
USA,Commercial,Communications,55766
USA,Commercial,Communications,55744
USA,Commercial,Communications,55743
USA,Commercial,Communications,55762
USA,Commercial,Communications,55420
USA,Commercial,Communications,55411
USA,Commercial,Communications,55767
USA,Commercial,Communications,55404
USA,Commercial,Communications,55353
USA,Commercial,Communications,55348
USA,Commercial,Communications,55761
USA,Commercial,Communications,55754
USA,Commercial,Communications,55752
USA,Commercial,Communications,55756
USA,Commercial,Communications,55425
USA,Commercial,Communications,55417
USA,Commercial,Communications,55753
USA,Commercial,Communications,55415
USA,Commercial,Communications,55755
USA,Commercial,Communications,55414
USA,Commercial,Communications,55434
USA,Commercial,Communications,55358
USA,Commercial,Communications,55405
USA,Commercial,Communications,55416
USA,Commercial,Communications,55368
USA,Commercial,Communications,55435
USA,Commercial,Communications,55364
USA,Commercial,Communications,55466
USA,Commercial,Communications,55419
USA,Commercial,Communications,55406
USA,Commercial,Communications,55346
USA,Commercial,Communications,55400
USA,Commercial,Communications,55410
USA,Commercial,Communications,55439
USA,Commercial,Communications,55367
USA,Commercial,Communications,55455
USA,Commercial,Communications,55432
USA,Commercial,Communications,55426
USA,Commercial,Communications,55365
USA,Commercial,Communications,55436
USA,Commercial,Communications,55359
USA,Commercial,Communications,55430
USA,Commercial,Communications,55431
USA,Commercial,Communications,55369
USA,Commercial,Communications,55429
USA,Commercial,Communications,55461
USA,Commercial,Communications,55355
USA,Commercial,Communications,55363
USA,Commercial,Communications,55354
USA,Commercial,Communications,55475
USA,Commercial,Communications,55357
USA,Commercial,Communications,55334
USA,Commercial,Communications,55345
USA,Commercial,Communications,55366
USA,Commercial,Communications,55336
USA,Commercial,Communications,55451
USA,Commercial,Communications,55342
USA,Commercial,Communications,55338
USA,Commercial,Communications,55351
USA,Commercial,Communications,55335
USA,Commercial,Communications,55343
USA,Commercial,Communications,55344
USA,Commercial,Communications,55347
USA,Commercial,Communications,55360
USA,Commercial,Communications,55361
USA,Commercial,Communications,55349
USA,Commercial,Communications,55337
USA,Commercial,Communications,55350
USA,Commercial,Communications,55459
USA,Commercial,Communications,55341
USA,Commercial,Communications,55339
USA,Commercial,Communications,55468
USA,Commercial,Communications,55462
USA,Commercial,Communications,55465
USA,Commercial,Communications,55340
USA,Commercial,Communications,55464
USA,Commercial,Communications,55463
USA,Commercial,Communications,55467
USA,Commercial,Communications,55455
USA,Commercial,Communications,55469
USA,Commercial,Communications,55457
USA,Commercial,Communications,55452
USA,Commercial,Communications,55453
USA,Commercial,Communications,55477
USA,Commercial,Communications,55450
USA,Commercial,Communications,55473
USA,Commercial,Communications,55479
USA,Commercial,Communications,55474
USA,Commercial,Communications,55480
USA,Commercial,Communications,55478
USA,Commercial,Communications,55483
USA,Commercial,Communications,55482
USA,Commercial,Communications,55481
USA,Commercial,Communications,55485
USA,Commercial,Communications,55484
USA,Commercial,Communications,55589
USA,Commercial,Communications,55623
USA,Commercial,Communications,55449
USA,Commercial,Communications,55607
USA,Commercial,Communications,55487
USA,Commercial,Communications,55622
USA,Commercial,Communications,55593
USA,Commercial,Communications,55486
USA,Commercial,Communications,55472
USA,Commercial,Communications,55488
USA,Commercial,Communications,55470
USA,Commercial,Communications,55621
USA,Commercial,Communications,55616
USA,Commercial,Communications,55471
USA,Commercial,Communications,55615
USA,Commercial,Communications,55578
USA,Commercial,Communications,55614
USA,Commercial,Communications,55613
USA,Commercial,Communications,55618
USA,Commercial,Communications,55620
USA,Commercial,Communications,55609
USA,Commercial,Communications,55619
USA,Commercial,Communications,55617
USA,Commercial,Communications,55610
USA,Commercial,Communications,55605
USA,Commercial,Communications,55608
USA,Commercial,Communications,55587
USA,Commercial,Communications,55588
USA,Commercial,Communications,55596
USA,Commercial,Communications,55611
USA,Commercial,Communications,55572
USA,Commercial,Communications,55612
USA,Commercial,Communications,55603
USA,Commercial,Communications,55584
USA,Commercial,Communications,55570
USA,Commercial,Communications,55573
USA,Commercial,Communications,55571
USA,Commercial,Communications,55595
USA,Commercial,Communications,55582
USA,Commercial,Communications,55583
USA,Commercial,Communications,55597
USA,Commercial,Communications,55601
USA,Commercial,Communications,55575
USA,Commercial,Communications,55574
USA,Commercial,Communications,55604
USA,Commercial,Communications,55569
USA,Commercial,Communications,55594
USA,Commercial,Communications,55576
USA,Commercial,Communications,55577
USA,Commercial,Communications,55581
USA,Commercial,Communications,55579
USA,Commercial,Communications,55600
USA,Commercial,Communications,55598
USA,Commercial,Communications,55580
USA,Commercial,Communications,56037
USA,Commercial,Communications,55592
USA,Commercial,Communications,55591
USA,Commercial,Communications,55599
USA,Commercial,Communications,55590
USA,Commercial,Communications,55602
USA,Commercial,Communications,56025
USA,Commercial,Communications,55586
USA,Commercial,Communications,55585
USA,Commercial,Communications,56026
USA,Commercial,Communications,56023
USA,Commercial,Communications,56024
USA,Commercial,Communications,56029
USA,Commercial,Communications,56027
USA,Commercial,Communications,56028
USA,Commercial,Communications,56030
USA,Commercial,Communications,56034
USA,Commercial,Communications,56022
USA,Commercial,Communications,56033
USA,Commercial,Communications,56031
USA,Commercial,Communications,56032
USA,Commercial,Communications,56004
USA,Commercial,Communications,56003
USA,Commercial,Communications,56036
USA,Commercial,Communications,56035
USA,Commercial,Communications,56038
USA,Commercial,Communications,56006
USA,Commercial,Communications,56039
USA,Commercial,Communications,55916
USA,Commercial,Communications,55784
USA,Commercial,Communications,56040
USA,Commercial,Communications,56002
USA,Commercial,Communications,56041
USA,Commercial,Communications,56005
USA,Commercial,Communications,56008
USA,Commercial,Communications,55788
USA,Commercial,Communications,56007
USA,Commercial,Communications,55791
USA,Commercial,Communications,55775
USA,Commercial,Communications,55776
USA,Commercial,Communications,55787
USA,Commercial,Communications,55774
USA,Commercial,Communications,55790
USA,Commercial,Communications,55777
USA,Commercial,Communications,55789
USA,Commercial,Communications,55778
USA,Commercial,Communications,55779
USA,Commercial,Communications,55785
USA,Commercial,Communications,55780
USA,Commercial,Communications,55781
USA,Commercial,Communications,55786
USA,Commercial,Communications,55783
USA,Commercial,Communications,55782
USA,Commercial,Communications,56347
USA,Commercial,Communications,55773
USA,Commercial,Communications,55772
USA,Commercial,Communications,56346
USA,Commercial,Communications,55932
USA,Commercial,Communications,55924
USA,Commercial,Communications,55947
USA,Commercial,Communications,55933
USA,Commercial,Communications,55923
USA,Commercial,Communications,55917
USA,Commercial,Communications,55914
USA,Commercial,Communications,55946
USA,Commercial,Communications,55915
USA,Commercial,Communications,55921
USA,Commercial,Communications,55920
USA,Commercial,Communications,55922
USA,Commercial,Communications,55940
USA,Commercial,Communications,55918
USA,Commercial,Communications,55919
USA,Commercial,Communications,56353
USA,Commercial,Communications,56321
USA,Commercial,Communications,56354
USA,Commercial,Communications,55955
USA,Commercial,Communications,55936
USA,Commercial,Communications,55956
USA,Commercial,Communications,55957
